iter	RMSE
416	0.2194175133
417	0.219248568
418	0.2190848349
419	0.219042454
420	0.2189201644
421	0.2189025568
422	0.2187678343
423	0.218691054
424	0.2183851204
425	0.2182150118
426	0.2181784464
427	0.2179797411
428	0.2177214129
429	0.2177002133
430	0.2176147826
431	0.217510601
432	0.2173765232
433	0.217126575
434	0.2169608126
435	0.2167539069
436	0.2166746036
437	0.2164614367
438	0.2164545933
439	0.2163307829
440	0.2163127203
441	0.2161897325
442	0.2161716046
443	0.2160735669
444	0.2160667869
445	0.2159728923
446	0.2159280653
447	0.2157398529
448	0.2156145655
449	0.215453263
450	0.21532326
451	0.2152356478
452	0.2152292294
453	0.2152250094
454	0.2149774739
455	0.2148529365
456	0.214766864
457	0.2145867437
458	0.2145738562
459	0.214511674
460	0.2144632959
461	0.214375702
462	0.2143146158
463	0.2142102155
464	0.214026627
465	0.2140240784
466	0.2138793724
467	0.2138024321
468	0.2135771484
469	0.213317031
470	0.2131892944
471	0.2129797219
472	0.2129755068
473	0.2128397263
474	0.2126770943
475	0.2125502821
476	0.2124661978
477	0.2123139694
478	0.2121143177
479	0.2120455489
480	0.2120214174
481	0.211878105
482	0.2118121703
483	0.2118090025
484	0.2117421265
485	0.2117214038
486	0.2114387433
487	0.2113065428
488	0.2112692479
489	0.2110739207
490	0.2110694979
491	0.2109420752
492	0.2108079965
493	0.2106765471
494	0.210527459
495	0.2104172743
496	0.2101833797
497	0.2100954611
498	0.2098831705
499	0.2097479783
500	0.2095722275
501	0.2093477958
502	0.2093224418
503	0.2090812111
504	0.2089089157
505	0.2089065568
506	0.2087784416
507	0.2085431134
508	0.2084471175
509	0.2082811308
510	0.2081853762
511	0.2080422458
512	0.2079481631
513	0.2079442377
514	0.2078802552
515	0.2077105774
516	0.2074806081
517	0.2074225398
518	0.2074194157
519	0.2073186667
520	0.2071929098
521	0.2069612405
522	0.2069502833
523	0.206870147
524	0.2066741068
525	0.2066027418
526	0.2064861845
527	0.2063692058
528	0.2061476869
529	0.2061437687
530	0.2060768014
531	0.2059674121
532	0.2058043603
533	0.205631405
534	0.2055195473
535	0.2054226719
536	0.2053227149
537	0.2051844599
538	0.2050670203
539	0.2050599119
540	0.2047771776
541	0.2047527935
542	0.2046062105
543	0.2045924987
544	0.2044493197
545	0.2044442036
546	0.2043702246
547	0.2043531799
548	0.2042102213
549	0.204190987
550	0.204090265
551	0.2038870075
552	0.2037799314
553	0.2037224177
554	0.2035818276
555	0.2034018531
556	0.2031557122
557	0.2029802149
558	0.2027205678
559	0.2026285623
560	0.2025322296
561	0.202484702
562	0.2024258743
563	0.2024220383
564	0.2022897516
565	0.2021931729
566	0.202135776
567	0.201971483
568	0.2018587339
569	0.201713994
570	0.2016732931
571	0.2015182926
572	0.2013751755
573	0.2013707852
574	0.201242212
575	0.2010742886
576	0.2008981861
577	0.2006933251
578	0.2006346167
579	0.2004780042
580	0.2003174007
581	0.2001499266
582	0.2000339915
583	0.1998345882
584	0.1996043495
585	0.1994718309
586	0.1994683446
587	0.1993425716
588	0.1991198769
589	0.1990825863
590	0.1989502963
591	0.1987937182
592	0.1985730744
593	0.1984716233
594	0.1982915547
595	0.1980118742
596	0.1980071012
597	0.1977811294
598	0.1976516682
599	0.19743069
600	0.1973115203
601	0.1972109238
602	0.1970184766
603	0.1969333341
604	0.1969285758
605	0.1968225187
606	0.1966896205
607	0.196687268
608	0.1966850939
609	0.1965753798
610	0.196384968
611	0.1963746517
612	0.1963592415
613	0.1963392835
614	0.1960959933
615	0.1959347096
616	0.1958965773
617	0.1957757861
618	0.1956193694
619	0.1955203744
620	0.1954154272
621	0.1953224416
622	0.1951844711
623	0.1950404136
624	0.1948827613
625	0.1947555039
626	0.1946656421
627	0.1945299402
628	0.1944426702
629	0.1943388865
630	0.1942245051
631	0.1942028598
632	0.1940341845
633	0.1938242207
634	0.1937754371
635	0.1937063377
636	0.193606538
637	0.1935382749
638	0.1934248878
639	0.1933528709
640	0.1932880976
641	0.1931673397
642	0.1930695579
643	0.1928957079
644	0.192893526
645	0.1927659409
646	0.1925926933
647	0.1924604431
648	0.1922743261
649	0.1921561136
650	0.1920456278
651	0.1918955525
652	0.1917913244
653	0.191644327
654	0.1915495926
655	0.1913930395
656	0.1912761053
657	0.1911840675
658	0.1910673954
659	0.1909287102
660	0.1907936911
661	0.1907593135
662	0.1906830077
663	0.1905188625
664	0.190510278
665	0.1904221821
666	0.1903375827
667	0.190255413
668	0.1901138071
669	0.1900330122
670	0.1899761278
671	0.1899724379
672	0.1898704345
673	0.1897066696
674	0.1897048958
675	0.1895980479
676	0.1894268451
677	0.1893557885
678	0.1892655367
679	0.1892620255
680	0.1890575366
681	0.1889940928
682	0.1888875569
683	0.1888584609
684	0.1887462322
685	0.1886399142
686	0.188585004
687	0.1885431015
688	0.1885209273
689	0.1884077692
690	0.1883433405
691	0.1883002489
692	0.1880841246
693	0.1880823323
694	0.187997293
695	0.1878667996
696	0.1877186107
697	0.1876428356
698	0.1875364756
699	0.1874417413
700	0.1873298034
701	0.1871380361
702	0.1870686699
703	0.1869166225
704	0.1866809172
705	0.1866783769
706	0.1865818445
707	0.1863768529
708	0.186303468
709	0.1862459862
710	0.1861691071
711	0.1861074666
712	0.1859617817
713	0.1858436195
714	0.1857726449
715	0.185622059
716	0.185483808
717	0.1853475554
718	0.185333971
719	0.1852481834
720	0.1851016959
721	0.1850986725
722	0.1848340809
723	0.184740046
724	0.1845837518
725	0.1844686828
726	0.1844519583
727	0.1844248935
728	0.184422136
729	0.1843214886
730	0.1842782127
731	0.184172424
732	0.1841121402
733	0.1838309359
734	0.1838043507
735	0.1836237952
736	0.1835236344
737	0.1834024798
738	0.1832885276
739	0.1831977662
740	0.1830766904
741	0.1830737912
742	0.1830417123
743	0.1829522928
744	0.18285523
745	0.1827545487
746	0.1826432083
747	0.1824577853
748	0.1823245777
749	0.1822959785
750	0.1821790797
751	0.182070762
752	0.1819046853
753	0.1818435972
754	0.1816352234
755	0.1815542514
756	0.1814664821
757	0.1813462396
758	0.1812417212
759	0.1811795565
760	0.1811372222
761	0.1810216666
762	0.1808915208
763	0.1807622895
764	0.1806544104
765	0.1804949749
766	0.1803872736
767	0.1803423965
768	0.1802914444
769	0.1801950068
770	0.1800926124
771	0.1800024267
772	0.1799165241
773	0.1797651065
774	0.1797619788
775	0.1797288246
776	0.1796125076
777	0.1796110132
778	0.1795478816
779	0.1794809701
780	0.1794001684
781	0.1793970744
782	0.1792850682
783	0.179231991
784	0.1792024157
785	0.179085333
786	0.179021561
787	0.178910856
788	0.1787513526
789	0.178658211
790	0.1785700883
791	0.1784070643
792	0.1783498951
793	0.1781787037
794	0.1781087708
795	0.1781064528
796	0.1780217699
797	0.1779233368
798	0.1778440973
799	0.1777581654
800	0.1775864348
801	0.1774439259
802	0.1772920671
803	0.1772136097
804	0.1770157786
805	0.1769363867
806	0.1768605797
807	0.1767556313
808	0.1766237921
809	0.1764339405
810	0.1763757733
811	0.1762554557
812	0.1760493764
813	0.1759657965
814	0.1759200559
815	0.1757940821
816	0.175782342
817	0.1755502985
818	0.175547079
819	0.1755427464
820	0.1754302381
821	0.1753819915
822	0.1753444621
823	0.1752472145
824	0.1752153711
825	0.175002644
826	0.1747975443
827	0.1747952575
828	0.1747330387
829	0.1746462817
830	0.1745157519
831	0.1745055254
832	0.1743527824
833	0.1742073703
834	0.1741770693
835	0.1740297459
836	0.1740068416
837	0.1739095677
838	0.1738093517
839	0.1737799453
840	0.1737573934
841	0.1737083921
842	0.1736372763
843	0.1734925672
844	0.1734005109
845	0.1733030764
846	0.1733014261
847	0.1732260552
848	0.1730570321
849	0.1729391846
850	0.1728835439
851	0.1728403294
852	0.1727505527
853	0.1726786289
854	0.1726738686
855	0.17258003
856	0.1725675209
857	0.1725654448
858	0.1725032176
859	0.1723769118
860	0.1722832504
861	0.1721380735
862	0.1720460022
863	0.1720443986
864	0.1719905923
865	0.1719117112
866	0.1718532008
867	0.1717536976
868	0.1716754352
869	0.1715498989
870	0.1714163469
871	0.1713336028
872	0.1712441133
873	0.1711671773
874	0.1711598399
875	0.1711286055
876	0.1711052477
877	0.1710982807
878	0.1710955727
879	0.1709481052
880	0.1708725431
881	0.1708350891
882	0.1707601087
883	0.1707583214
884	0.170729026
885	0.1706497203
886	0.1706348289
887	0.1706330961
888	0.170461173
889	0.1704563034
890	0.170403054
891	0.1702420294
892	0.1701481428
893	0.1700598977
894	0.1699277326
895	0.169870506
896	0.1697435358
897	0.1696074683
898	0.1695283404
899	0.1693682137
900	0.1693670145
901	0.1693648031
902	0.1692633888
903	0.1691461095
904	0.1690829978
905	0.1688936502
906	0.1688023768
907	0.1687090533
908	0.1685670134
909	0.1684793606
910	0.1683861734
911	0.1682467933
912	0.1681279728
913	0.1681263401
914	0.1680447133
915	0.1680156425
916	0.1679048026
917	0.1678259502
918	0.167765959
919	0.1676088572
920	0.1675922817
921	0.1675094609
922	0.1674049046
923	0.1673243232
924	0.1672580302
925	0.1672471378
926	0.1671618198
927	0.1670801663
928	0.1668858039
929	0.1668309548
930	0.1667781144
931	0.166709747
932	0.1665819749
933	0.1664473893
934	0.1663640934
935	0.1662527259
936	0.1661510766
937	0.1661348132
938	0.1661277728
939	0.1660915306
940	0.1659560843
941	0.1657636045
942	0.165590363
943	0.1655318523
944	0.1654367254
945	0.1653259222
946	0.1651916999
947	0.1650747214
948	0.1650076494
949	0.1649060395
950	0.1647520671
951	0.1646483058
952	0.1645573336
953	0.164507703
954	0.1644427642
955	0.1643346511
956	0.1642602132
957	0.1642512373
958	0.1640963297
959	0.1640293651
960	0.1639720218
961	0.1638376845
962	0.1637077742
963	0.1636469915
964	0.1635466291
965	0.1634587527
966	0.163427972
967	0.1634216225
968	0.1633864588
969	0.1632898181
970	0.1632888182
971	0.1631683272
972	0.1631009037
973	0.1629932773
974	0.1629641147
975	0.1629349458
976	0.1629338203
977	0.1628207147
978	0.1628196421
979	0.1627687761
980	0.162694781
981	0.1625970301
982	0.1625553801
983	0.1624515617
984	0.1624088172
985	0.162340318
986	0.1622026779
987	0.1621819764
988	0.1621498053
989	0.1620694309
990	0.1619730784
991	0.161836999
992	0.1617341572
993	0.1617269969
994	0.1615974698
995	0.1615411932
996	0.1615267166
997	0.1614553049
998	0.1614541791
999	0.1613872764
